"","Term","Ont","N","DE","P.DE","FDR"
"GO:0045993","negative regulation of translational initiation by iron","BP",1,0,1,1
"GO:1904691","negative regulation of type B pancreatic cell proliferation","BP",1,0,1,1
"GO:0001808","negative regulation of type IV hypersensitivity","BP",1,0,1,1
"GO:0010905","negative regulation of UDP-glucose catabolic process","BP",1,0,1,1
"GO:2000062","negative regulation of ureter smooth muscle cell differentiation","BP",1,0,1,1
"GO:0061044","negative regulation of vascular wound healing","BP",1,0,1,1
"GO:2001213","negative regulation of vasculogenesis","BP",1,0,1,1
"GO:1904240","negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly","BP",1,0,1,1
"GO:0010916","negative regulation of very-low-density lipoprotein particle clearance","BP",1,0,1,1
"GO:0010903","negative regulation of very-low-density lipoprotein particle remodeling","BP",1,0,1,1
"GO:0070563","negative regulation of vitamin D receptor signaling pathway","BP",1,0,1,1
"GO:0061358","negative regulation of Wnt protein secretion","BP",1,0,1,1
"GO:2000057","negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis","BP",1,0,1,1
"GO:0004513","neolactotetraosylceramide alpha-2,3-sialyltransferase activity","MF",1,0,1,1
"GO:0005163","nerve growth factor receptor binding","MF",1,0,1,1
"GO:0021682","nerve maturation","BP",1,0,1,1
"GO:1903045","neural crest cell migration involved in sympathetic nervous system development","BP",1,0,1,1
"GO:0021503","neural fold bending","BP",1,0,1,1
"GO:0021998","neural plate mediolateral regionalization","BP",1,0,1,1
"GO:0097402","neuroblast migration","BP",1,0,1,1
"GO:0048884","neuromast development","BP",1,0,1,1
"GO:0035675","neuromast hair cell development","BP",1,0,1,1
"GO:0048886","neuromast hair cell differentiation","BP",1,0,1,1
"GO:0031710","neuromedin B receptor binding","MF",1,0,1,1
"GO:0061845","neuron projection branch point","CC",1,0,1,1
"GO:1990008","neurosecretory vesicle","CC",1,0,1,1
"GO:0030379","neurotensin receptor activity, non-G protein-coupled","MF",1,0,1,1
"GO:0099627","neurotransmitter receptor cycle","BP",1,0,1,1
"GO:0005294","neutral L-amino acid secondary active transmembrane transporter activity","MF",1,0,1,1
"GO:0061751","neutral sphingomyelin phosphodiesterase activity","MF",1,0,1,1
"GO:0016151","nickel cation binding","MF",1,0,1,1
"GO:0035444","nickel cation transmembrane transport","BP",1,0,1,1
"GO:0015099","nickel cation transmembrane transporter activity","MF",1,0,1,1
"GO:0015675","nickel cation transport","BP",1,0,1,1
"GO:0006738","nicotinamide riboside catabolic process","BP",1,0,1,1
"GO:0046495","nicotinamide riboside metabolic process","BP",1,0,1,1
"GO:0019357","nicotinate nucleotide biosynthetic process","BP",1,0,1,1
"GO:0046497","nicotinate nucleotide metabolic process","BP",1,0,1,1
"GO:0019358","nicotinate nucleotide salvage","BP",1,0,1,1
"GO:0004516","nicotinate phosphoribosyltransferase activity","MF",1,0,1,1
"GO:0042128","nitrate assimilation","BP",1,0,1,1
"GO:0043602","nitrate catabolic process","BP",1,0,1,1
"GO:0015112","nitrate transmembrane transporter activity","MF",1,0,1,1
"GO:0015706","nitrate transport","BP",1,0,1,1
"GO:0046210","nitric oxide catabolic process","BP",1,0,1,1
"GO:0008941","nitric oxide dioxygenase activity","MF",1,0,1,1
"GO:0000257","nitrilase activity","MF",1,0,1,1
"GO:0050421","nitrite reductase (NO-forming) activity","MF",1,0,1,1
"GO:0098809","nitrite reductase activity","MF",1,0,1,1
"GO:0090293","nitrogen catabolite regulation of transcription","BP",1,0,1,1
"GO:0001079","nitrogen catabolite regulation of transcription from RNA polymerase II promoter","BP",1,0,1,1
"GO:0090295","nitrogen catabolite repression of transcription","BP",1,0,1,1
"GO:0001081","nitrogen catabolite repression of transcription from RNA polymerase II promoter","BP",1,0,1,1
"GO:1904784","NLRP1 inflammasome complex assembly","BP",1,0,1,1
"GO:0042564","NLS-dependent protein nuclear import complex","CC",1,0,1,1
"GO:0098989","NMDA selective glutamate receptor signaling pathway","BP",1,0,1,1
"GO:0030690","Noc1p-Noc2p complex","CC",1,0,1,1
"GO:0030691","Noc2p-Noc3p complex","CC",1,0,1,1
"GO:1905438","non-canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP",1,0,1,1
"GO:0070651","nonfunctional rRNA decay","BP",1,0,1,1
"GO:0046204","nor-spermidine metabolic process","BP",1,0,1,1
"GO:0003357","noradrenergic neuron differentiation","BP",1,0,1,1
"GO:0001994","norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure","BP",1,0,1,1
"GO:0005334","norepinephrine:sodium symporter activity","MF",1,0,1,1
"GO:0052894","norspermine:oxygen oxidoreductase activity","MF",1,0,1,1
"GO:1902359","Notch signaling pathway involved in somitogenesis","BP",1,0,1,1
"GO:0060032","notochord regression","BP",1,0,1,1
"GO:0033100","NuA3 histone acetyltransferase complex","CC",1,0,1,1
"GO:1990467","NuA3a histone acetyltransferase complex","CC",1,0,1,1
"GO:1990468","NuA3b histone acetyltransferase complex","CC",1,0,1,1
"GO:1902317","nuclear DNA replication termination","BP",1,0,1,1
"GO:0030264","nuclear fragmentation involved in apoptotic nuclear change","BP",1,0,1,1
"GO:0071045","nuclear histone mRNA catabolic process","BP",1,0,1,1
"GO:0071765","nuclear inner membrane organization","BP",1,0,1,1
"GO:0005880","nuclear microtubule","CC",1,0,1,1
"GO:0071040","nuclear polyadenylation-dependent antisense transcript catabolic process","BP",1,0,1,1
"GO:0071039","nuclear polyadenylation-dependent CUT catabolic process","BP",1,0,1,1
"GO:0071036","nuclear polyadenylation-dependent snoRNA catabolic process","BP",1,0,1,1
"GO:0071037","nuclear polyadenylation-dependent snRNA catabolic process","BP",1,0,1,1
"GO:0070762","nuclear pore transmembrane ring","CC",1,0,1,1
"GO:1990707","nuclear subtelomeric heterochromatin","CC",1,0,1,1
"GO:0070478","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay","BP",1,0,1,1
"GO:0070481","nuclear-transcribed mRNA catabolic process, non-stop decay","BP",1,0,1,1
"GO:0090143","nucleoid organization","BP",1,0,1,1
"GO:0030874","nucleolar chromatin","CC",1,0,1,1
"GO:1990700","nucleolar chromatin organization","BP",1,0,1,1
"GO:0005731","nucleolus organizer region","CC",1,0,1,1
"GO:0005415","nucleoside:sodium symporter activity","MF",1,0,1,1
"GO:0000111","nucleotide-excision repair factor 2 complex","CC",1,0,1,1
"GO:0000112","nucleotide-excision repair factor 3 complex","CC",1,0,1,1
"GO:0000718","nucleotide-excision repair, DNA damage removal","BP",1,0,1,1
"GO:0071561","nucleus-vacuole junction","CC",1,0,1,1
"GO:0016269","O-glycan processing, core 3","BP",1,0,1,1
"GO:0102555","octanoyl transferase activity (acting on glycine-cleavage complex H protein)","MF",1,0,1,1
"GO:1903461","Okazaki fragment processing involved in mitotic DNA replication","BP",1,0,1,1
"GO:1900673","olefin metabolic process","BP",1,0,1,1
"GO:0031849","olfactory receptor binding","MF",1,0,1,1
"GO:0140205","oligopeptide import across plasma membrane","BP",1,0,1,1
"GO:0050152","omega-amidase activity","MF",1,0,1,1
"GO:0005147","oncostatin-M receptor binding","MF",1,0,1,1
"GO:0007314","oocyte anterior/posterior axis specification","BP",1,0,1,1
"GO:0007309","oocyte axis specification","BP",1,0,1,1
"GO:0007308","oocyte construction","BP",1,0,1,1
"GO:1990917","ooplasm","CC",1,0,1,1
"GO:0005252","open rectifier potassium channel activity","MF",1,0,1,1
"GO:0035106","operant conditioning","BP",1,0,1,1
"GO:0036372","opsin transport","BP",1,0,1,1
"GO:0007634","optokinetic behavior","BP",1,0,1,1
"GO:0016499","orexin receptor activity","MF",1,0,1,1
"GO:0033283","organic acid-transporting ATPase activity","MF",1,0,1,1
"GO:0006592","ornithine biosynthetic process","BP",1,0,1,1
"GO:0004588","orotate phosphoribosyltransferase activity","MF",1,0,1,1
"GO:0004590","orotidine-5'-phosphate decarboxylase activity","MF",1,0,1,1
"GO:0005034","osmosensor activity","MF",1,0,1,1
"GO:0036179","osteoclast maturation","BP",1,0,1,1
"GO:1905040","otic placode development","BP",1,0,1,1
"GO:0043049","otic placode formation","BP",1,0,1,1
"GO:0032475","otolith formation","BP",1,0,1,1
"GO:0002081","outer acrosomal membrane","CC",1,0,1,1
"GO:0072060","outer medullary collecting duct development","BP",1,0,1,1
"GO:0001552","ovarian follicle atresia","BP",1,0,1,1
"GO:0001543","ovarian follicle rupture","BP",1,0,1,1
"GO:0033609","oxalate metabolic process","BP",1,0,1,1
"GO:0046724","oxalic acid secretion","BP",1,0,1,1
"GO:0070407","oxidation-dependent protein catabolic process","BP",1,0,1,1
"GO:0071615","oxidative deethylation","BP",1,0,1,1
"GO:0016726","oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor","MF",1,0,1,1
"GO:0016727","oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor","MF",1,0,1,1
"GO:0016730","oxidoreductase activity, acting on iron-sulfur proteins as donors","MF",1,0,1,1
"GO:0016731","oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor","MF",1,0,1,1
"GO:0016662","oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor","MF",1,0,1,1
"GO:0016708","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor","MF",1,0,1,1
"GO:0016639","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF",1,0,1,1
"GO:0043783","oxidoreductase activity, oxidizing metal ions with flavin as acceptor","MF",1,0,1,1
"GO:0004729","oxygen-dependent protoporphyrinogen oxidase activity","MF",1,0,1,1
"GO:0031407","oxylipin metabolic process","BP",1,0,1,1
"GO:0030719","P granule organization","BP",1,0,1,1
"GO:0031812","P2Y1 nucleotide receptor binding","MF",1,0,1,1
"GO:0022013","pallium cell proliferation in forebrain","BP",1,0,1,1
"GO:0032896","palmitoyl-CoA 9-desaturase activity","MF",1,0,1,1
"GO:0003322","pancreatic A cell development","BP",1,0,1,1
"GO:0003310","pancreatic A cell differentiation","BP",1,0,1,1
"GO:0001602","pancreatic polypeptide receptor activity","MF",1,0,1,1
"GO:0072343","pancreatic stellate cell proliferation","BP",1,0,1,1
"GO:0004595","pantetheine-phosphate adenylyltransferase activity","MF",1,0,1,1
"GO:0015887","pantothenate transmembrane transport","BP",1,0,1,1
"GO:0070826","paraferritin complex","CC",1,0,1,1
"GO:1990227","paranodal junction maintenance","BP",1,0,1,1
"GO:0004991","parathyroid hormone receptor activity","MF",1,0,1,1
"GO:0048352","paraxial mesoderm structural organization","BP",1,0,1,1
"GO:0070772","PAS complex","CC",1,0,1,1
"GO:0061227","pattern specification involved in mesonephros development","BP",1,0,1,1
"GO:0039017","pattern specification involved in pronephros development","BP",1,0,1,1
"GO:0043626","PCNA complex","CC",1,0,1,1
"GO:0019742","pentacyclic triterpenoid metabolic process","BP",1,0,1,1
"GO:0140065","peptide butyryltransferase activity","MF",1,0,1,1
"GO:0140064","peptide crotonyltransferase activity","MF",1,0,1,1
"GO:0042586","peptide deformylase activity","MF",1,0,1,1
"GO:1990190","peptide-glutamate-N-acetyltransferase activity","MF",1,0,1,1
"GO:0018194","peptidyl-alanine modification","BP",1,0,1,1
"GO:0036527","peptidyl-arginine deglycation","BP",1,0,1,1
"GO:0030961","peptidyl-arginine hydroxylation","BP",1,0,1,1
"GO:0036140","peptidyl-asparagine 3-dioxygenase activity","MF",1,0,1,1
"GO:0042265","peptidyl-asparagine hydroxylation","BP",1,0,1,1
"GO:0036526","peptidyl-cysteine deglycation","BP",1,0,1,1
"GO:0098822","peptidyl-cysteine modification to L-cysteine persulfide","BP",1,0,1,1
"GO:0008241","peptidyl-dipeptidase activity","MF",1,0,1,1
"GO:0060422","peptidyl-dipeptidase inhibitor activity","MF",1,0,1,1
"GO:0036139","peptidyl-histidine dioxygenase activity","MF",1,0,1,1
"GO:0036138","peptidyl-histidine hydroxylation","BP",1,0,1,1
"GO:0052858","peptidyl-lysine acetyltransferase activity","MF",1,0,1,1
"GO:0140067","peptidyl-lysine butyrylation","BP",1,0,1,1
"GO:0061699","peptidyl-lysine deglutarylation","BP",1,0,1,1
"GO:0036528","peptidyl-lysine deglycation","BP",1,0,1,1
"GO:0036047","peptidyl-lysine demalonylation","BP",1,0,1,1
"GO:0036049","peptidyl-lysine desuccinylation","BP",1,0,1,1
"GO:0061921","peptidyl-lysine propionylation","BP",1,0,1,1
"GO:0018160","peptidyl-pyrromethane cofactor linkage","BP",1,0,1,1
"GO:0030920","peptidyl-serine acetylation","BP",1,0,1,1
"GO:0018191","peptidyl-serine octanoylation","BP",1,0,1,1
"GO:0072534","perineuronal net","CC",1,0,1,1
"GO:0099020","perinuclear endoplasmic reticulum lumen","CC",1,0,1,1
"GO:0097356","perinucleolar compartment","CC",1,0,1,1
"GO:0002451","peripheral B cell tolerance induction","BP",1,0,1,1
"GO:0048936","peripheral nervous system neuron axonogenesis","BP",1,0,1,1
"GO:0005053","peroxisome matrix targeting signal-2 binding","MF",1,0,1,1
"GO:0036105","peroxisome membrane class-1 targeting sequence binding","MF",1,0,1,1
"GO:0033328","peroxisome membrane targeting sequence binding","MF",1,0,1,1
"GO:0061797","pH-gated chloride channel activity","MF",1,0,1,1
"GO:0061474","phagolysosome membrane","CC",1,0,1,1
"GO:0090389","phagosome-lysosome fusion involved in apoptotic cell clearance","BP",1,0,1,1
"GO:0060465","pharynx development","BP",1,0,1,1
"GO:0019119","phenanthrene-9,10-epoxide hydrolase activity","MF",1,0,1,1
"GO:0019118","phenanthrene-epoxide hydrolase activity","MF",1,0,1,1
"GO:0046271","phenylpropanoid catabolic process","BP",1,0,1,1
"GO:0009698","phenylpropanoid metabolic process","BP",1,0,1,1
"GO:0050178","phenylpyruvate tautomerase activity","MF",1,0,1,1
"GO:0015317","phosphate:proton symporter activity","MF",1,0,1,1
"GO:0080101","phosphatidyl-N-dimethylethanolamine N-methyltransferase activity","MF",1,0,1,1
"GO:0000773","phosphatidyl-N-methylethanolamine N-methyltransferase activity","MF",1,0,1,1
"GO:0004607","phosphatidylcholine-sterol O-acyltransferase activity","MF",1,0,1,1
"GO:0004608","phosphatidylethanolamine N-methyltransferase activity","MF",1,0,1,1
"GO:0008962","phosphatidylglycerophosphatase activity","MF",1,0,1,1
"GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding","MF",1,0,1,1
"GO:0050185","phosphatidylinositol deacylase activity","MF",1,0,1,1
"GO:0097045","phosphatidylserine exposure on blood platelet","BP",1,0,1,1
"GO:0030572","phosphatidyltransferase activity","MF",1,0,1,1
"GO:0008963","phospho-N-acetylmuramoyl-pentapeptide-transferase activity","MF",1,0,1,1
"GO:0004610","phosphoacetylglucosamine mutase activity","MF",1,0,1,1
"GO:0052731","phosphocholine phosphatase activity","MF",1,0,1,1
"GO:0052732","phosphoethanolamine phosphatase activity","MF",1,0,1,1
"GO:0004616","phosphogluconate dehydrogenase (decarboxylating) activity","MF",1,0,1,1
"GO:0004617","phosphoglycerate dehydrogenase activity","MF",1,0,1,1
"GO:0004618","phosphoglycerate kinase activity","MF",1,0,1,1
"GO:0007207","phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway","BP",1,0,1,1
"GO:0007206","phospholipase C-activating G protein-coupled glutamate receptor signaling pathway","BP",1,0,1,1
"GO:0007208","phospholipase C-activating serotonin receptor signaling pathway","BP",1,0,1,1
"GO:0031583","phospholipase D-activating G protein-coupled receptor signaling pathway","BP",1,0,1,1
"GO:0047066","phospholipid-hydroperoxide glutathione peroxidase activity","MF",1,0,1,1
"GO:0004631","phosphomevalonate kinase activity","MF",1,0,1,1
"GO:0004632","phosphopantothenate--cysteine ligase activity","MF",1,0,1,1
"GO:0004633","phosphopantothenoylcysteine decarboxylase activity","MF",1,0,1,1
"GO:0000160","phosphorelay signal transduction system","BP",1,0,1,1
"GO:0004637","phosphoribosylamine-glycine ligase activity","MF",1,0,1,1
"GO:0004643","phosphoribosylaminoimidazolecarboxamide formyltransferase activity","MF",1,0,1,1
"GO:0004641","phosphoribosylformylglycinamidine cyclo-ligase activity","MF",1,0,1,1
"GO:0004642","phosphoribosylformylglycinamidine synthase activity","MF",1,0,1,1
"GO:0004644","phosphoribosylglycinamide formyltransferase activity","MF",1,0,1,1
"GO:0071619","phosphorylation of RNA polymerase II C-terminal domain serine 2 residues","BP",1,0,1,1
"GO:0060342","photoreceptor inner segment membrane","CC",1,0,1,1
"GO:0018963","phthalate metabolic process","BP",1,0,1,1
"GO:0048244","phytanoyl-CoA dioxygenase activity","MF",1,0,1,1
"GO:0070774","phytoceramidase activity","MF",1,0,1,1
"GO:0071602","phytosphingosine biosynthetic process","BP",1,0,1,1
"GO:0006671","phytosphingosine metabolic process","BP",1,0,1,1
"GO:1905004","picolinic acid biosynthetic process","BP",1,0,1,1
"GO:1905003","picolinic acid metabolic process","BP",1,0,1,1
"GO:0042774","plasma membrane ATP synthesis coupled electron transport","BP",1,0,1,1
"GO:0015679","plasma membrane copper ion transport","BP",1,0,1,1
"GO:0002373","plasmacytoid dendritic cell cytokine production","BP",1,0,1,1
"GO:0036345","platelet maturation","BP",1,0,1,1
"GO:0005018","platelet-derived growth factor alpha-receptor activity","MF",1,0,1,1
"GO:0061825","podosome core","CC",1,0,1,1
"GO:0009949","polarity specification of anterior/posterior axis","BP",1,0,1,1
"GO:0007315","pole plasm assembly","BP",1,0,1,1
"GO:0017130","poly(C) RNA binding","MF",1,0,1,1
"GO:0002133","polycystin complex","CC",1,0,1,1
"GO:0001792","polymeric immunoglobulin receptor activity","MF",1,0,1,1
"GO:0098506","polynucleotide 3' dephosphorylation","BP",1,0,1,1
"GO:0046403","polynucleotide 3'-phosphatase activity","MF",1,0,1,1
"GO:0102389","polyprenol reductase activity","MF",1,0,1,1
"GO:0010420","polyprenyldihydroxybenzoate methyltransferase activity","MF",1,0,1,1
"GO:0051732","polyribonucleotide kinase activity","MF",1,0,1,1
"GO:0004654","polyribonucleotide nucleotidyltransferase activity","MF",1,0,1,1
"GO:0015774","polysaccharide transport","BP",1,0,1,1
"GO:0070845","polyubiquitinated misfolded protein transport","BP",1,0,1,1
"GO:0070844","polyubiquitinated protein transport","BP",1,0,1,1
"GO:0021586","pons maturation","BP",1,0,1,1
"GO:0044657","pore formation in membrane of other organism during symbiotic interaction","BP",1,0,1,1
"GO:0004655","porphobilinogen synthase activity","MF",1,0,1,1
"GO:0043947","positive regulation by host of symbiont catalytic activity","BP",1,0,1,1
"GO:0009789","positive regulation of abscisic acid-activated signaling pathway","BP",1,0,1,1
"GO:1904618","positive regulation of actin binding","BP",1,0,1,1
"GO:1904531","positive regulation of actin filament binding","BP",1,0,1,1
"GO:0001970","positive regulation of activation of membrane attack complex","BP",1,0,1,1
"GO:0140196","positive regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process","BP",1,0,1,1
"GO:2000860","positive regulation of aldosterone secretion","BP",1,0,1,1
"GO:1903632","positive regulation of aminoacyl-tRNA ligase activity","BP",1,0,1,1
"GO:2000836","positive regulation of androgen secretion","BP",1,0,1,1
"GO:0002803","positive regulation of antibacterial peptide production","BP",1,0,1,1
"GO:0001815","positive regulation of antibody-dependent cellular cytotoxicity","BP",1,0,1,1
"GO:0002585","positive regulation of antigen processing and presentation of peptide antigen","BP",1,0,1,1
"GO:0002588","positive regulation of antigen processing and presentation of peptide antigen via MHC class II","BP",1,0,1,1
"GO:0002582","positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",1,0,1,1
"GO:0002225","positive regulation of antimicrobial peptide production","BP",1,0,1,1
"GO:1904831","positive regulation of aortic smooth muscle cell differentiation","BP",1,0,1,1
"GO:1904450","positive regulation of aspartate secretion","BP",1,0,1,1
"GO:1903893","positive regulation of ATF6-mediated unfolded protein response","BP",1,0,1,1
"GO:2000504","positive regulation of blood vessel remodeling","BP",1,0,1,1
"GO:0031550","positive regulation of brain-derived neurotrophic factor receptor signaling pathway","BP",1,0,1,1
"GO:1905492","positive regulation of branching morphogenesis of a nerve","BP",1,0,1,1
"GO:1905665","positive regulation of calcium ion import across plasma membrane","BP",1,0,1,1
"GO:1902082","positive regulation of calcium ion import into sarcoplasmic reticulum","BP",1,0,1,1
"GO:0051041","positive regulation of calcium-independent cell-cell adhesion","BP",1,0,1,1
"GO:1901297","positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment","BP",1,0,1,1
"GO:1905068","positive regulation of canonical Wnt signaling pathway involved in heart development","BP",1,0,1,1
"GO:0055020","positive regulation of cardiac muscle fiber development","BP",1,0,1,1
"GO:2000724","positive regulation of cardiac vascular smooth muscle cell differentiation","BP",1,0,1,1
"GO:1904414","positive regulation of cardiac ventricle development","BP",1,0,1,1
"GO:0043946","positive regulation of catalytic activity in other organism involved in symbiotic interaction","BP",1,0,1,1
"GO:0051944","positive regulation of catecholamine uptake involved in synaptic transmission","BP",1,0,1,1
"GO:1900281","positive regulation of CD4-positive, alpha-beta T cell costimulation","BP",1,0,1,1
"GO:2000454","positive regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation","BP",1,0,1,1
"GO:1904849","positive regulation of cell chemotaxis to fibroblast growth factor","BP",1,0,1,1
"GO:0010652","positive regulation of cell communication by chemical coupling","BP",1,0,1,1
"GO:0010650","positive regulation of cell communication by electrical coupling","BP",1,0,1,1
"GO:0003251","positive regulation of cell proliferation involved in heart valve morphogenesis","BP",1,0,1,1
"GO:1901964","positive regulation of cell proliferation involved in outflow tract morphogenesis","BP",1,0,1,1
"GO:2000284","positive regulation of cellular amino acid biosynthetic process","BP",1,0,1,1
"GO:1905959","positive regulation of cellular response to alcohol","BP",1,0,1,1
"GO:1900036","positive regulation of cellular response to heat","BP",1,0,1,1
"GO:2000685","positive regulation of cellular response to X-ray","BP",1,0,1,1
"GO:0002897","positive regulation of central B cell tolerance induction","BP",1,0,1,1
"GO:0002648","positive regulation of central tolerance induction","BP",1,0,1,1
"GO:1904716","positive regulation of chaperone-mediated autophagy","BP",1,0,1,1
"GO:1903886","positive regulation of chemokine (C-C motif) ligand 20 production","BP",1,0,1,1
"GO:1904056","positive regulation of cholangiocyte proliferation","BP",1,0,1,1
"GO:0031940","positive regulation of chromatin silencing at telomere","BP",1,0,1,1
"GO:1904501","positive regulation of chromatin-mediated maintenance of transcription","BP",1,0,1,1
"GO:0002882","positive regulation of chronic inflammatory response to non-antigenic stimulus","BP",1,0,1,1
"GO:0046010","positive regulation of circadian sleep/wake cycle, non-REM sleep","BP",1,0,1,1
"GO:1905309","positive regulation of cohesin loading","BP",1,0,1,1
"GO:0033343","positive regulation of collagen binding","BP",1,0,1,1
"GO:0032723","positive regulation of connective tissue growth factor production","BP",1,0,1,1
"GO:2000066","positive regulation of cortisol biosynthetic process","BP",1,0,1,1
"GO:1902161","positive regulation of cyclic nucleotide-gated ion channel activity","BP",1,0,1,1
"GO:0060301","positive regulation of cytokine activity","BP",1,0,1,1
"GO:0051714","positive regulation of cytolysis in other organism","BP",1,0,1,1
"GO:0045585","positive regulation of cytotoxic T cell differentiation","BP",1,0,1,1
"GO:1901835","positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA","BP",1,0,1,1
"GO:2000003","positive regulation of DNA damage checkpoint","BP",1,0,1,1
"GO:1905464","positive regulation of DNA duplex unwinding","BP",1,0,1,1
"GO:1905776","positive regulation of DNA helicase activity","BP",1,0,1,1
"GO:1904877","positive regulation of DNA ligase activity","BP",1,0,1,1
"GO:0060383","positive regulation of DNA strand elongation","BP",1,0,1,1
"GO:0060566","positive regulation of DNA-templated transcription, termination","BP",1,0,1,1
"GO:0051586","positive regulation of dopamine uptake involved in synaptic transmission","BP",1,0,1,1
"GO:1903629","positive regulation of dUTP diphosphatase activity","BP",1,0,1,1
"GO:1903917","positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation","BP",1,0,1,1
"GO:2000546","positive regulation of endothelial cell chemotaxis to fibroblast growth factor","BP",1,0,1,1
"GO:1901552","positive regulation of endothelial cell development","BP",1,0,1,1
"GO:1904472","positive regulation of endothelin secretion","BP",1,0,1,1
"GO:2000424","positive regulation of eosinophil chemotaxis","BP",1,0,1,1
"GO:1901189","positive regulation of ephrin receptor signaling pathway","BP",1,0,1,1
"GO:0070378","positive regulation of ERK5 cascade","BP",1,0,1,1
"GO:1903142","positive regulation of establishment of endothelial barrier","BP",1,0,1,1
"GO:2000866","positive regulation of estradiol secretion","BP",1,0,1,1
"GO:1905779","positive regulation of exonuclease activity","BP",1,0,1,1
"GO:1901919","positive regulation of exoribonuclease activity","BP",1,0,1,1
"GO:0003331","positive regulation of extracellular matrix constituent secretion","BP",1,0,1,1
"GO:0031448","positive regulation of fast-twitch skeletal muscle fiber contraction","BP",1,0,1,1
"GO:1904651","positive regulation of fat cell apoptotic process","BP",1,0,1,1
"GO:0120183","positive regulation of focal adhesion disassembly","BP",1,0,1,1
"GO:2000979","positive regulation of forebrain neuron differentiation","BP",1,0,1,1
"GO:1904544","positive regulation of free ubiquitin chain polymerization","BP",1,0,1,1
"GO:2001193","positive regulation of gamma-delta T cell activation involved in immune response","BP",1,0,1,1
"GO:2000543","positive regulation of gastrulation","BP",1,0,1,1
"GO:1905938","positive regulation of germ cell proliferation","BP",1,0,1,1
"GO:0072303","positive regulation of glomerular metanephric mesangial cell proliferation","BP",1,0,1,1
"GO:0070094","positive regulation of glucagon secretion","BP",1,0,1,1
"GO:0031948","positive regulation of glucocorticoid biosynthetic process","BP",1,0,1,1
"GO:0031945","positive regulation of glucocorticoid metabolic process","BP",1,0,1,1
"GO:2000753","positive regulation of glucosylceramide catabolic process","BP",1,0,1,1
"GO:0035229","positive regulation of glutamate-cysteine ligase activity","BP",1,0,1,1
"GO:1903788","positive regulation of glutathione biosynthetic process","BP",1,0,1,1
"GO:1904710","positive regulation of granulosa cell apoptotic process","BP",1,0,1,1
"GO:1904197","positive regulation of granulosa cell proliferation","BP",1,0,1,1
"GO:1905099","positive regulation of guanyl-nucleotide exchange factor activity","BP",1,0,1,1
"GO:0003065","positive regulation of heart rate by epinephrine","BP",1,0,1,1
"GO:1905855","positive regulation of heparan sulfate binding","BP",1,0,1,1
"GO:1905860","positive regulation of heparan sulfate proteoglycan binding","BP",1,0,1,1
"GO:0061870","positive regulation of hepatic stellate cell migration","BP",1,0,1,1
"GO:1904899","positive regulation of hepatic stellate cell proliferation","BP",1,0,1,1
"GO:0010983","positive regulation of high-density lipoprotein particle clearance","BP",1,0,1,1
"GO:1903586","positive regulation of histone deubiquitination","BP",1,0,1,1
"GO:1902466","positive regulation of histone H3-K27 trimethylation","BP",1,0,1,1
"GO:1905437","positive regulation of histone H3-K4 trimethylation","BP",1,0,1,1
"GO:0070512","positive regulation of histone H4-K20 methylation","BP",1,0,1,1
"GO:0050668","positive regulation of homocysteine metabolic process","BP",1,0,1,1
"GO:1903387","positive regulation of homophilic cell adhesion","BP",1,0,1,1
"GO:1904828","positive regulation of hydrogen sulfide biosynthetic process","BP",1,0,1,1
"GO:2000661","positive regulation of interleukin-1-mediated signaling pathway","BP",1,0,1,1
"GO:0032738","positive regulation of interleukin-15 production","BP",1,0,1,1
"GO:1905078","positive regulation of interleukin-17 secretion","BP",1,0,1,1
"GO:1903883","positive regulation of interleukin-17-mediated signaling pathway","BP",1,0,1,1
"GO:2000572","positive regulation of interleukin-4-dependent isotype switching to IgE isotypes","BP",1,0,1,1
"GO:0060731","positive regulation of intestinal epithelial structure maintenance","BP",1,0,1,1
"GO:1901254","positive regulation of intracellular transport of viral material","BP",1,0,1,1
"GO:1902220","positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress","BP",1,0,1,1
